# language_name: Gujarati
# code: gujarati
# iso639: guj
# script: Gujarati
# speakers: 55 million
construct_id,native_keyword,romenagri,note
KW_WEIGHT,ભાર,bhaara,tatsama<sanskrit
KW_BIAS,પક્ષપાત,pak_sapaata,tatsama<sanskrit
KW_EPOCH,કલ્પ,kalpa,tatsama<sanskrit
KW_BATCH,પુઞ્જ,pu_nja,tatsama<sanskrit
KW_DATASET,દત્તસમૂહ,dattasamuuha,tatsama<sanskrit
KW_EMBED,નિવેશન,niveeshana,tatsama<sanskrit
KW_ATTENTION,અવધાન,avadhaana,tatsama<sanskrit
KW_PIN,કીલક,kiilaka,tatsama<sanskrit
KW_READ,પઠ,patha,tatsama<sanskrit
KW_WRITE,લિખ,likha,tatsama<sanskrit
KW_ANALOG,સદૃશ,sadr_sha,tatsama<sanskrit
KW_DIGITAL,અઙ્કીય,a_nkiiya,tatsama<sanskrit
KW_PWM,સ્પન્દવિસ્તાર,spandavistaara,tatsama<sanskrit
KW_INTERRUPT,વિઘ્ન,vighna,tatsama<sanskrit
KW_TIMER,કાલયન્ત્ર,kaalayantra,tatsama<sanskrit
KW_SENSOR,સંવેદક,sa_nveedaka,tatsama<sanskrit
KW_ACTUATOR,પ્રવર્તક,pravartaka,tatsama<sanskrit
KW_BUS,માર્ગ,maarga,tatsama<sanskrit
KW_PROTOCOL,નિયમાવલી,niyamaavalii,tatsama<sanskrit
KW_SLEEP,સુષુપ્તિ,su_supti,tatsama<sanskrit
KW_WAKE,જાગૃ,jaagr_,tatsama<sanskrit
KW_MOTOR,ચાલક,caalaka,tatsama<sanskrit
KW_SERVO,અનુચાલક,anucaalaka,tatsama<sanskrit
KW_JOINT,સન્ધિ,sandhi,tatsama<sanskrit
KW_POSE,મુદ્રા,mudraa,tatsama<sanskrit
KW_TRAJECTORY,પ્રક્ષેપપથ,prak_seepapatha,tatsama<sanskrit
KW_FEEDBACK,પ્રતિપુષ્ટિ,pratipu_sti,tatsama<sanskrit
KW_PID,નિયન્ત્રક,niyantraka,tatsama<sanskrit
KW_DEADLINE,કાલસીમા,kaalasiimaa,tatsama<sanskrit
KW_PERIODIC,આવર્તિક,aavartika,tatsama<sanskrit
KW_PRIORITY,પ્રાથમ્ય,praathamya,tatsama<sanskrit
KW_ACTUATE,પ્રવર્તય,pravartaya,tatsama<sanskrit
KW_PERCEIVE,પ્રત્યક્ષ,pratyak_sa,tatsama<sanskrit
KW_PLAN,યોજના,yaujanaa,tatsama<sanskrit
KW_STREAM,ધારા,dhaaraa,tatsama<sanskrit
KW_PIPE,પ્રણાલ,pra_naala,tatsama<sanskrit
KW_MAP,પ્રતિચિત્ર,praticitra,tatsama<sanskrit
KW_FILTER,છાલ,chaala,tatsama<sanskrit
KW_REDUCE,ન્યૂનીકૃ,nyuuniikr_,tatsama<sanskrit
KW_FOLD,સંવેષ્ટ,sa_nvee_sta,tatsama<sanskrit
KW_OBSERVE,નિરીક્ષ,niriik_sa,tatsama<sanskrit
KW_EMIT,ઉત્સૃજ,utsr_ja,tatsama<sanskrit
KW_SUBSCRIBE,અભિનિવેશ,abhiniveesha,tatsama<sanskrit
KW_DEBOUNCE,સ્પન્દશોધન,spandashaudhana,tatsama<sanskrit
KW_OWN,સ્વામિત્વ,svaamitva,tatsama<sanskrit
KW_BORROW,ઋણ,r_na,tatsama<sanskrit
KW_MOVE,સ્થાનાન્તર,sthaanaantara,tatsama<sanskrit
KW_MUT,પરિવર્ત્ય,parivartya,tatsama<sanskrit
KW_LIFETIME,આયુષ્કાલ,aayu_skaala,tatsama<sanskrit
KW_ARENA,ક્ષેત્ર,k_seetra,tatsama<sanskrit
KW_GC,મલસંગ્રહ,malasa_ngraha,tatsama<sanskrit
KW_PIN_MEM,સ્મૃતિકીલક,smr_tikiilaka,tatsama<sanskrit
KW_REQUIRES,અપેક્ષતે,apeek_satee,tatsama<sanskrit
KW_ENSURES,સુનિશ્ચયતિ,sunishcayati,tatsama<sanskrit
KW_INVARIANT,અપરિવર્ત્ય,aparivartya,tatsama<sanskrit
KW_ASSERT,પ્રતિજ્ઞા,pratijnyaa,tatsama<sanskrit
KW_ASSUME,અધ્યવસ્યતિ,adhyavasyati,tatsama<sanskrit
KW_PROVE,સાધયતિ,saadhayati,tatsama<sanskrit
KW_REFINES,પરિષ્કરોતિ,pari_skarauti,tatsama<sanskrit
KW_MODEL_CHECK,પ્રતિમાનપરીક્ષા,pratimaanapariik_saa,tatsama<sanskrit
KW_NODE,ગ્રન્થિ,granthi,tatsama<sanskrit
KW_REPLICA,પ્રતિકૃતિ,pratikr_ti,tatsama<sanskrit
KW_CONSENSUS,સર્વસમ્મતિ,sarvasammati,tatsama<sanskrit
KW_SHARD,ખણ્ડ,kha_nda,tatsama<sanskrit
KW_GOSSIP,જનવાદ,janavaada,tatsama<sanskrit
KW_LEADER,નાયક,naayaka,tatsama<sanskrit
KW_RPC,દૂરપ્રક્રિયા,duuraprakriyaa,tatsama<sanskrit
KW_ACTOR,કર્તૃ,kartr_,tatsama<sanskrit
KW_MESSAGE,સન્દેશ,sandeesha,tatsama<sanskrit
